m,TagName,
"2025-01-01 00:00:00","c","316"
"2025-01-01 00:00:00","c#","991"
"2025-01-01 00:00:00","c++","646"
"2025-01-01 00:00:00","delphi","53"
"2025-01-01 00:00:00","go","129"
"2025-01-01 00:00:00","java","925"
"2025-01-01 00:00:00","javascript","1145"
"2025-01-01 00:00:00","perl","24"
"2025-01-01 00:00:00","php","435"
"2025-01-01 00:00:00","python","2167"
"2025-01-01 00:00:00","r","489"
"2025-01-01 00:00:00","ruby","46"
"2025-01-01 00:00:00","swift","286"
"2025-02-01 00:00:00","assembly","54"
"2025-02-01 00:00:00","c","268"
"2025-02-01 00:00:00","c#","849"
"2025-02-01 00:00:00","c++","560"
"2025-02-01 00:00:00","delphi","53"
"2025-02-01 00:00:00","go","89"
"2025-02-01 00:00:00","java","759"
"2025-02-01 00:00:00","javascript","909"
"2025-02-01 00:00:00","perl","15"
"2025-02-01 00:00:00","php","300"
"2025-02-01 00:00:00","python","1807"
"2025-02-01 00:00:00","r","465"
"2025-02-01 00:00:00","ruby","46"
"2025-02-01 00:00:00","swift","257"
"2025-03-01 00:00:00","assembly","52"
"2025-03-01 00:00:00","c","302"
"2025-03-01 00:00:00","c#","799"
"2025-03-01 00:00:00","c++","649"
"2025-03-01 00:00:00","delphi","52"
"2025-03-01 00:00:00","go","89"
"2025-03-01 00:00:00","java","721"
"2025-03-01 00:00:00","javascript","890"
"2025-03-01 00:00:00","perl","16"
"2025-03-01 00:00:00","php","302"
"2025-03-01 00:00:00","python","1849"
"2025-03-01 00:00:00","r","464"
"2025-03-01 00:00:00","ruby","42"
"2025-03-01 00:00:00","swift","246"
"2025-04-01 00:00:00","assembly","46"
"2025-04-01 00:00:00","c","197"
"2025-04-01 00:00:00","c#","558"
"2025-04-01 00:00:00","c++","482"
"2025-04-01 00:00:00","delphi","34"
"2025-04-01 00:00:00","go","59"
"2025-04-01 00:00:00","java","646"
"2025-04-01 00:00:00","javascript","628"
"2025-04-01 00:00:00","perl","15"
"2025-04-01 00:00:00","php","212"
"2025-04-01 00:00:00","python","1466"
"2025-04-01 00:00:00","r","375"
"2025-04-01 00:00:00","ruby","30"
"2025-04-01 00:00:00","swift","184"
"2025-05-01 00:00:00","assembly","33"
"2025-05-01 00:00:00","c","195"
"2025-05-01 00:00:00","c#","475"
"2025-05-01 00:00:00","c++","427"
"2025-05-01 00:00:00","delphi","34"
"2025-05-01 00:00:00","go","49"
"2025-05-01 00:00:00","java","500"
"2025-05-01 00:00:00","javascript","518"
"2025-05-01 00:00:00","perl","16"
"2025-05-01 00:00:00","php","210"
"2025-05-01 00:00:00","python","1204"
"2025-05-01 00:00:00","r","263"
"2025-05-01 00:00:00","ruby","25"
"2025-05-01 00:00:00","swift","162"
"2025-06-01 00:00:00","assembly","34"
"2025-06-01 00:00:00","c","169"
"2025-06-01 00:00:00","c#","422"
"2025-06-01 00:00:00","c++","380"
"2025-06-01 00:00:00","delphi","32"
"2025-06-01 00:00:00","go","47"
"2025-06-01 00:00:00","java","371"
"2025-06-01 00:00:00","javascript","421"
"2025-06-01 00:00:00","perl","15"
"2025-06-01 00:00:00","php","152"
"2025-06-01 00:00:00","python","964"
"2025-06-01 00:00:00","r","245"
"2025-06-01 00:00:00","ruby","24"
"2025-06-01 00:00:00","swift","129"
"2025-07-01 00:00:00","assembly","34"
"2025-07-01 00:00:00","c","146"
"2025-07-01 00:00:00","c#","410"
"2025-07-01 00:00:00","c++","337"
"2025-07-01 00:00:00","delphi","28"
"2025-07-01 00:00:00","go","17"
"2025-07-01 00:00:00","java","378"
"2025-07-01 00:00:00","javascript","424"
"2025-07-01 00:00:00","perl","15"
"2025-07-01 00:00:00","php","102"
"2025-07-01 00:00:00","python","937"
"2025-07-01 00:00:00","r","204"
"2025-07-01 00:00:00","ruby","13"
"2025-07-01 00:00:00","swift","148"
"2025-08-01 00:00:00","assembly","22"
"2025-08-01 00:00:00","c","119"
"2025-08-01 00:00:00","c#","314"
"2025-08-01 00:00:00","c++","290"
"2025-08-01 00:00:00","delphi","34"
"2025-08-01 00:00:00","go","40"
"2025-08-01 00:00:00","java","274"
"2025-08-01 00:00:00","javascript","284"
"2025-08-01 00:00:00","perl","5"
"2025-08-01 00:00:00","php","81"
"2025-08-01 00:00:00","python","706"
"2025-08-01 00:00:00","r","156"
"2025-08-01 00:00:00","ruby","16"
"2025-08-01 00:00:00","swift","88"
"2025-09-01 00:00:00","assembly","22"
"2025-09-01 00:00:00","c","122"
"2025-09-01 00:00:00","c#","283"
"2025-09-01 00:00:00","c++","248"
"2025-09-01 00:00:00","delphi","21"
"2025-09-01 00:00:00","go","33"
"2025-09-01 00:00:00","java","294"
"2025-09-01 00:00:00","javascript","283"
"2025-09-01 00:00:00","perl","9"
"2025-09-01 00:00:00","php","109"
"2025-09-01 00:00:00","python","671"
"2025-09-01 00:00:00","r","148"
"2025-09-01 00:00:00","ruby","13"
"2025-09-01 00:00:00","swift","120"
"2025-10-01 00:00:00","assembly","40"
"2025-10-01 00:00:00","c","117"
"2025-10-01 00:00:00","c#","280"
"2025-10-01 00:00:00","c++","229"
"2025-10-01 00:00:00","delphi","22"
"2025-10-01 00:00:00","go","32"
"2025-10-01 00:00:00","java","260"
"2025-10-01 00:00:00","javascript","257"
"2025-10-01 00:00:00","perl","7"
"2025-10-01 00:00:00","php","91"
"2025-10-01 00:00:00","python","631"
"2025-10-01 00:00:00","r","183"
"2025-10-01 00:00:00","ruby","10"
"2025-10-01 00:00:00","swift","127"
"2025-11-01 00:00:00","assembly","17"
"2025-11-01 00:00:00","c","101"
"2025-11-01 00:00:00","c#","247"
"2025-11-01 00:00:00","c++","207"
"2025-11-01 00:00:00","delphi","14"
"2025-11-01 00:00:00","go","28"
"2025-11-01 00:00:00","java","240"
"2025-11-01 00:00:00","javascript","212"
"2025-11-01 00:00:00","perl","2"
"2025-11-01 00:00:00","php","77"
"2025-11-01 00:00:00","python","518"
"2025-11-01 00:00:00","r","128"
"2025-11-01 00:00:00","ruby","9"
"2025-11-01 00:00:00","swift","102"
"2025-12-01 00:00:00","assembly","19"
"2025-12-01 00:00:00","c","67"
"2025-12-01 00:00:00","c#","189"
"2025-12-01 00:00:00","c++","150"
"2025-12-01 00:00:00","delphi","16"
"2025-12-01 00:00:00","go","20"
"2025-12-01 00:00:00","java","187"
"2025-12-01 00:00:00","javascript","148"
"2025-12-01 00:00:00","perl","6"
"2025-12-01 00:00:00","php","53"
"2025-12-01 00:00:00","python","405"
"2025-12-01 00:00:00","r","97"
"2025-12-01 00:00:00","ruby","6"
"2025-12-01 00:00:00","swift","88"
"2026-01-01 00:00:00","assembly","19"
"2026-01-01 00:00:00","c","82"
"2026-01-01 00:00:00","c#","153"
"2026-01-01 00:00:00","c++","142"
"2026-01-01 00:00:00","delphi","19"
"2026-01-01 00:00:00","go","23"
"2026-01-01 00:00:00","java","156"
"2026-01-01 00:00:00","javascript","160"
"2026-01-01 00:00:00","perl","4"
"2026-01-01 00:00:00","php","44"
"2026-01-01 00:00:00","python","345"
"2026-01-01 00:00:00","r","67"
"2026-01-01 00:00:00","ruby","7"
"2026-01-01 00:00:00","swift","62"
"2026-02-01 00:00:00","assembly","11"
"2026-02-01 00:00:00","c","57"
"2026-02-01 00:00:00","c#","136"
"2026-02-01 00:00:00","c++","122"
"2026-02-01 00:00:00","delphi","17"
"2026-02-01 00:00:00","go","9"
"2026-02-01 00:00:00","java","111"
"2026-02-01 00:00:00","javascript","83"
"2026-02-01 00:00:00","perl","7"
"2026-02-01 00:00:00","php","33"
"2026-02-01 00:00:00","python","262"
"2026-02-01 00:00:00","r","79"
"2026-02-01 00:00:00","ruby","3"
"2026-02-01 00:00:00","swift","66"
"2026-03-01 00:00:00","assembly","15"
"2026-03-01 00:00:00","c","62"
"2026-03-01 00:00:00","c#","96"
"2026-03-01 00:00:00","c++","112"
"2026-03-01 00:00:00","delphi","5"
"2026-03-01 00:00:00","go","7"
"2026-03-01 00:00:00","java","91"
"2026-03-01 00:00:00","javascript","90"
"2026-03-01 00:00:00","perl","4"
"2026-03-01 00:00:00","php","36"
"2026-03-01 00:00:00","python","223"
"2026-03-01 00:00:00","r","55"
"2026-03-01 00:00:00","ruby","8"
"2026-03-01 00:00:00","swift","35"
"2026-04-01 00:00:00","assembly","12"
"2026-04-01 00:00:00","c","43"
"2026-04-01 00:00:00","c#","89"
"2026-04-01 00:00:00","c++","81"
"2026-04-01 00:00:00","delphi","4"
"2026-04-01 00:00:00","go","4"
"2026-04-01 00:00:00","java","75"
"2026-04-01 00:00:00","javascript","87"
"2026-04-01 00:00:00","perl","7"
"2026-04-01 00:00:00","php","21"
"2026-04-01 00:00:00","python","167"
"2026-04-01 00:00:00","r","66"
"2026-04-01 00:00:00","ruby","1"
"2026-04-01 00:00:00","swift","29"
"2026-05-01 00:00:00","assembly","8"
"2026-05-01 00:00:00","c","41"
"2026-05-01 00:00:00","c#","61"
"2026-05-01 00:00:00","c++","96"
"2026-05-01 00:00:00","delphi","3"
"2026-05-01 00:00:00","go","6"
"2026-05-01 00:00:00","java","82"
"2026-05-01 00:00:00","javascript","75"
"2026-05-01 00:00:00","perl","5"
"2026-05-01 00:00:00","php","25"
"2026-05-01 00:00:00","python","151"
"2026-05-01 00:00:00","r","35"
"2026-05-01 00:00:00","ruby","1"
"2026-05-01 00:00:00","swift","32"
